#id	name	fed	sex	birthyear	max_rating	month
1603868	Fuchs, Georg	AUT	M	1980	2241	2016-01
4642473	Fuchs, Heinz	GER	M	1963	2319	2015-10
24605611	Fuchs, Judith	GER	F	1990	2348	2016-07
4693949	Fuchs, Michael	GER	M	1954	2205	2015-02
4628454	Fuellgrabe, Thomas	GER	M	1971	2298	2016-06
6600875	Fuentes Manrique, Adrian Alonso	PAN	M	1998	2270	2016-12
100714	Fulgenzi, Ernesto	ARG	M	1968	2358	2022-10
12908894	Funke, Martin	GER	M	1962	2281	2015-02
768871	Furedi, Erik	HUN	M	2002	2318	2017-09
2099462	Furfine, Jacob	USA	M	2001	2343	2024-02
1701797	Furhoff, Johan	SWE	M	1969	2348	2022-06
4107187	Furman, Boris	FID	M	1951	2242	2018-08
1428004	Furrer, Christian	DEN	M	1994	2247	2020-01
1193023	Fus, Jakub	POL	M	2002	2462	2023-10
701858	Fusthy, Zsolt	HUN	M	1963	2339	2015-03
777765	Gaal, Zsoka	HUN	F	2007	2425	2024-11
34189197	Gabdrakhmanov, Azat	RUS	M	2003	2353	2019-09
2815311	Gabizon, Eyal	ISR	M	2002	2251	2018-12
13303627	Gaboyan, Susanna	ARM	F	1996	2274	2022-09
4131002	Gabrielian, Artur	RUS	M	1982	2576	2015-05
1501518	Gabrielsen, Stig	NOR	M	1976	2337	2015-04
1501267	Gabrielsen, Trond	NOR	M	1974	2303	2020-01
13303732	Gabuzyan, Hovhannes	ARM	M	1995	2622	2019-07
13404938	Gadimbayli, Abdulla	AZE	M	2002	2524	2022-11
4667506	Gaede, Derek	GER	M	1982	2340	2017-07
1314530	Gaehwiler, Gabriel	SUI	M	1994	2439	2018-10
1600869	Gaertner, Guntram	AUT	M	1963	2269	2018-03
5037883	Gagare, Shardul	IND	M	1997	2521	2022-08
4103610	Gagarin, Vasilij	RUS	M	1960	2289	2015-02
810665	Gagliardi, Cristian	ITA	M	1977	2223	2015-02
13601652	Gagunashvili, Merab	GEO	M	1985	2600	2015-05
5027373	Gahan M G	IND	M	1994	2311	2017-11
24168653	Gaifullin, Artur	RUS	M	2001	2461	2020-12
1125893	Gajek, Radoslaw	AUT	M	1998	2481	2019-01
1709178	Gajic, Mladen	SWE	M	1989	2367	2021-05
5077834	Gajwa Ankit	IND	M	1997	2335	2015-09
706310	Gal, Jozsef Istvan	HUN	M	1977	2395	2016-05
724874	Gal, Tamas	HUN	M	1984	2273	2019-05
24175471	Galaktionov, Artem	RUS	M	2000	2382	2021-10
13300067	Galdunts, Sergey	ARM	M	1965	2432	2017-05
32010150	Galiana Fernandez, Adrian	ESP	M	2001	2374	2022-08
13512692	Galkin, Gleb	BLR	M	2005	2303	2021-06
436550	Gallagher, Daniel GH	ENG	M	2000	2265	2025-10
4402669	Gallego Alcaraz, Andres Felipe	COL	M	1989	2528	2022-03
3900886	Gallegos Diaz, Carlos Alberto	VEN	M	1963	2374	2015-02
6379931	Gallevci, Yagiz	TUR	M	2003	2245	2019-08
4605390	Gallinnis, Norbert	GER	M	1967	2280	2015-03
21816409	Galuszka, Tomasz	POL	M	2002	2255	2020-04
32041144	Galvan Cipriani, Viviana	ESP	F	2004	2217	2022-06
707244	Galyas, Miklos	HUN	M	1978	2517	2018-07
1602454	Ganaus, Hannes	AUT	M	1970	2316	2015-02
4900286	Ganbold, Odondoo	MGL	M	1973	2325	2016-03
5061032	Gandhi, Anish	IND	M	1996	2257	2023-04
1505530	Gandrud, Vegar Koi	NOR	M	1991	2351	2019-07
1310534	Gantner, Matthias	SUI	M	1988	2340	2018-05
20688059	Gao, Etienne	FRA	M	2002	2314	2018-12
709751	Gara, Anita	HUN	F	1983	2385	2019-02
717444	Gara, Ticia	HUN	F	1984	2383	2020-11
716260	Gara-Tarnoczi, Peter	HUN	M	1972	2231	2017-01
4300122	Garbett, Paul Anthony	NZL	M	1952	2262	2015-07
1164929	Garbowski, Jakub	POL	M	2001	2204	2018-10
3406903	Garcia Cardenas, Pablo	CHI	M	1989	2454	2018-04
5110475	Garcia Guerrero, Isaac Antonio	MEX	M	1989	2383	2021-08
134651	Garcia Lemos, Federico	ARG	M	1972	2288	2020-03
32084030	Garcia Martin, Marta	ESP	F	2000	2435	2017-05
2278219	Garcia Molina, Francisco Miguel	ESP	M	1992	2298	2025-06
32030592	Garcia Molina, Jose	ESP	M	2005	2357	2022-10
2237601	Garcia Ramos, Marcos	ESP	M	1985	2216	2020-04
32010168	Garcia Sancho, Josep	ESP	M	2001	2302	2018-02
32028407	Garcia Sobrino, David	ESP	M	1999	2304	2016-09
2200678	Garcia Trobat, Francisco	ESP	M	1959	2292	2017-12
5200750	Garcia, Jan Emmanuel	PHI	M	1995	2444	2017-02
3801110	Garcia, Jhoel	PER	M	1988	2403	2021-10
604526	Garcia, Olivier	FRA	M	1962	2246	2015-03
14200937	Gareyev, Timur	NON	M	1988	2620	2017-06
920959	Garic, Radomir	SRB	M	1975	2317	2016-02
24533033	Garijo Perez, Hugo	ESP	M	2007	2270	2024-01
2129523	Garkauskas, Otto Dmitry	BRA	M	1993	2266	2015-07
5200342	Garma, Chito	PHI	M	1964	2345	2019-01
114324	Garnier, Rene	ARG	M	1987	2260	2018-12
24516252	Garrido Diaz, Jose Antonio	ESP	M	2006	2322	2023-05
32011601	Garriga Cazorla, Pere	ESP	M	1998	2511	2022-08
35049593	Garv Rai	IND	M	2007	2412	2025-11
14104466	Gasanov, Eldar	UKR	M	1982	2506	2019-04
3414370	Gasic Merino, Franco	CHI	M	1995	2275	2024-07
1121952	Jakubowska, Anna	POL	F	1988	2208	2016-07
13408798	Gasimov, Parviz	AZE	M	2000	2497	2015-02
4689216	Gassmann, Volker, Dr.	GER	M	1963	2258	2019-03
4646207	Gasthofer, Viktor	GER	M	1957	2310	2016-03
26028999	Gatineau, Yovann	FRA	M	2002	2423	2020-03
2101335	Gauche, Charles	BRA	M	1971	2275	2015-04
1500031	Gausel, Einar J	NOR	M	1963	2491	2015-02
26010186	Gautier, Anand	FRA	M	2000	2298	2024-03
8400709	Gavarrete, Nahun	HON	M	1994	2379	2020-10
2260905	Gavilan Diaz, Mario	ESP	M	1988	2357	2019-01
4142594	Gavrilov, Oleg	RUS	M	1984	2358	2018-02
4127900	Gavritenkov, Sergei	RUS	M	1979	2433	2016-11
2112779	Gazel, Frederico	BRA	M	1987	2300	2022-03
14928752	Gazik, Viktor	SVK	M	2001	2585	2024-02
14919311	Gazikova, Veronika	SVK	F	1999	2314	2015-05
4200659	Gazis, Efstathios	GRE	M	1964	2291	2016-09
1117440	Gbyl, Andrzej	POL	M	1972	2278	2016-12
200085	Geenen, Marc	BEL	M	1961	2278	2016-11
785091	Geher, Koppany	HUN	M	2003	2329	2020-07
203866	Geirnaert, Steven	BEL	M	1984	2466	2017-04
682896	Gelas, Christophe	FRA	M	1997	2360	2025-03
1638220	Gelbenegger, Patrick	AUT	M	2000	2271	2022-04
2800438	Gelfer, Israel	ISR	M	1945	2340	2015-02
1202260	Gelip, Ioana	IRL	F	1995	2215	2017-04
706205	Gelle, Istvan	HUN	M	1969	2358	2018-03
26050978	Gely, Yann	FRA	M	2002	2211	2018-08
3301478	Gemy, Jose Daniel	BOL	M	1992	2418	2015-08
4000714	Gengler, Pierre	LUX	M	1981	2269	2015-06
2905612	Genova, Lyubka	BUL	F	1983	2249	2023-06
1605690	Genser, Harald	AUT	M	1977	2319	2016-11
4688007	Gentemann, Moritz	GER	M	1983	2276	2024-03
632708	Genzling, Alain	FRA	M	1989	2394	2021-12
4607295	Georg, Heinz	GER	M	1957	2248	2015-03
4283430	Georgakopoulos, Nikolaos K.	GRE	M	2002	2257	2025-09
1331973	Georgescu, Lena	SUI	F	1999	2318	2023-06
1300113	Georgiadis, Nico	SUI	M	1996	2578	2022-06
2900017	Georgiev, Kiril	BUL	M	1965	2644	2017-06
2903024	Georgiev, Vladimir	MKD	M	1975	2561	2015-06
4205634	Georgiou, Kostantinos	GRE	M	1981	2284	2021-10
14111845	Gerasimenyuk, Mikhail	UKR	M	1987	2248	2016-05
1300652	Gerber, Richard	SUI	M	1965	2369	2015-08
730157	Gergacz, Attila	HUN	M	1990	2387	2020-01
14100550	Gergel, Vladimir P	UKR	M	1939	2206	2015-08
1600940	Gerhold, Michael	AUT	M	1967	2260	2017-06
1038834	Gerlagh, Joris	NED	M	1999	2306	2023-06
24175501	German, Nikita	RUS	M	2001	2261	2017-10
2803356	Gershkowich, David	ISR	M	1971	2260	2015-06
2802430	Gershon, Alik	ISR	M	1980	2472	2015-02
652040	Gertosio, Franck	FRA	M	1992	2320	2020-02
2104997	Gervasio, Ricardo	BRA	M	1960	2267	2015-02
24605263	Geske, Julian	GER	M	1992	2409	2016-01
2026287	Getz, Alec	USA	M	1993	2266	2015-02
4662660	Geuss, Paul	GER	M	1973	2279	2017-08
13303244	Gevorgyan, David Sh.	ARM	M	1991	2386	2015-03
13300270	Gevorgyan, Maria	ARM	F	1994	2294	2017-09
12500739	Ghaem Maghami, Ehsan	IRI	M	1982	2609	2015-08
12580554	Ghaffarifar, Matin	IRI	M	2001	2309	2023-02
13301527	Gharamian, Tigran	FRA	M	1984	2660	2015-09
409200	Ghasi, Ameet K	ENG	M	1987	2513	2025-06
2076438	Ghatti, Sanjay	USA	M	2000	2305	2015-06
4618041	Gheng, Josef	GER	M	1971	2376	2015-06
36051462	Gherghinoiu, Lucas	FRA	M	2007	2217	2023-07
1238175	Ghimpu, Samuel-Timotei	ROU	M	2003	2481	2023-08
12558486	Gholami Orimi, Mahdi	IRI	M	2002	2513	2025-11
13300946	Ghukasyan, Siranush	ARM	F	1998	2261	2019-11
101613	Giaccio, Alfredo	ARG	M	1970	2479	2015-02
605352	Giacomini, Hector	FRA	M	1954	2257	2016-11
4247019	Giannoulakis, Lampros	GRE	M	2001	2371	2024-03
24660256	Gibicar, Danijel	GER	M	1996	2301	2022-12
4606884	Giemsa, Stephan	GER	M	1969	2336	2015-08
1300580	Giertz, Niklaus	SUI	M	1970	2254	2015-02
1332970	Giesinger, Elias	SUI	M	2001	2228	2018-12
4678540	Giessmann, Stephan	GER	M	1973	2274	2016-05
600571	Giffard, Nicolas	FRA	M	1950	2316	2016-05
207535	Gijsen, Stief	BEL	M	1991	2270	2022-12
2806932	Gilboa, Amos	ISR	M	1974	2229	2017-03
14121379	Gilevych, Artem	ITA	M	1993	2448	2019-06
32041667	Gimenez Aguirre, Alejo Ismael	ARG	M	2000	2275	2019-10
2292947	Gimenez Menchon, Cesar	ESP	M	1992	2249	2019-01
2804182	Gindi, Shachar	ISR	M	1973	2397	2018-01
32080190	Gines Esteo, Pedro Antonio	ESP	M	2004	2505	2023-02
4630629	Ginsburg, Gennadi	GER	M	1971	2512	2015-09
24116068	Giri, Anish	NED	M	1994	2798	2016-01
6702309	Giron, Jorge Ernesto	ESA	M	1997	2346	2023-03
4195752	Girya, Olga	RUS	F	1991	2505	2017-09
2801841	Givon, Asaf	ISR	M	1994	2485	2018-04
14603373	Gjuran, Denis	SLO	M	1986	2376	2016-12
24629596	Glantz, Robert	GER	M	1990	2390	2025-04
701866	Glatt, Gabor	HUN	M	1952	2256	2022-03
100234	Glavina, Pablo	ESP	M	1968	2421	2023-05
712779	Gledura, Benjamin	HUN	M	1999	2668	2025-06
4100484	Glek, Igor	BEL	M	1961	2479	2022-04
4603702	Glienke, Manfred, Dr.	GER	M	1954	2286	2015-06
1316958	Gloor, Roger	SUI	M	1991	2392	2016-10
1407767	Glud, Jakob Vang	DEN	M	1988	2551	2019-03
24165514	Gluhovsky, Mark	FID	M	1973	2330	2017-09
4155432	Glukhov, Mikhail	RUS	M	1972	2207	2015-07
34133396	Kirchei, Viktoriia	RUS	F	2005	2253	2022-04
711985	Toth-Goczo, Melinda	HUN	F	1983	2280	2015-09
208078	Godart, Francois	BEL	M	1994	2446	2020-03
5059550	Godbole, Atharva	IND	M	1996	2225	2022-07
172960	Godoy Olazabal, Artur	ARG	M	1990	2208	2016-02
21802483	Godzwon, Iwo	POL	M	2002	2415	2023-11
1012312	Goes, Sten	NED	M	1989	2250	2015-10
2801574	Gofshtein, Leonid	ISR	M	1953	2493	2015-06
24109959	Goganov, Aleksey	RUS	M	1991	2643	2016-11
4202066	Gogolis, Alexandros	GRE	M	1969	2257	2015-02
5800862	Goh, Koon Jong Jason	SGP	M	1989	2410	2015-02
4613740	Gohil, Harry	GER	M	1972	2298	2016-01
4696255	Gohla, Ulf	GER	M	1976	2221	2019-07
6336760	Gokerkan, Cem Kaan	TUR	M	2000	2523	2023-11
5001315	Gokhale, Chandrashekhar	IND	M	1974	2233	2015-02
2804670	Golberg, Igor	ISR	M	1979	2209	2022-08
4173287	Golcman, Evgeny	RUS	M	1936	2221	2016-01
2054485	Goldie, Thomas	SUI	M	2000	2243	2015-12
427241	Golding, Alex	ENG	M	2003	2405	2024-12
427250	Golding, James	ENG	M	2001	2203	2024-08
24114707	Goldobin, Mikhail	RUS	M	1993	2254	2015-05
4619951	Goldschmidt, Christian	GER	M	1966	2243	2018-10
1000730	Goldstern, Filip	NED	M	1956	2319	2015-05
1184008	Golecki, Jan	POL	M	2003	2304	2025-08
21800227	Golenia, Jan	POL	M	2002	2221	2023-11
1175300	Golenia, Wojciech	POL	M	2003	2299	2025-09
24170623	Golikov, Daniil	RUS	M	2002	2372	2018-06
2804140	Golod, Vitali	ISR	M	1971	2563	2015-05
4129423	Golovankov, Vladimir	RUS	M	1947	2237	2018-02
24176710	Goltsev, Dmitry	RUS	M	2000	2341	2019-02
4501993	Golubenko, Valentina	CRO	F	1990	2291	2017-05
24176729	Golubov, Saveliy	RUS	M	2000	2516	2017-07
1137840	Goluch, Piotr	POL	M	1992	2428	2019-09
775029	Gombocz, Ferenc Jr.	HUN	M	2005	2366	2024-01
3418723	Gomez Barrera, Javiera Belen	CHI	F	2002	2266	2023-10
32066171	Gomez Carreno, Martin	ESP	M	2003	2222	2024-10
22245006	Gomez Dieguez, Adrian	ESP	M	1998	2304	2019-01
22223630	Gomez Dieguez, David	ESP	M	1995	2372	2022-07
2202107	Gomez Jurado, Luis Alberto	ESP	M	1970	2344	2015-02
5201381	Gomez, John Paul	PHI	M	1986	2524	2015-02
2154510	Goncalves, Davi Sulzbacher	BRA	M	2000	2313	2018-12
720852	Gonda, Laszlo	HUN	M	1988	2556	2015-03
4303962	Gong, Daniel Hanwen	NZL	M	2003	2335	2023-02
3222500	Gong, Patrick	AUS	M	1999	2343	2019-01
5102987	Gongora Montes, Benjamin	MEX	M	1977	2217	2019-11
3813070	Gonzales Curse, Flavio	PER	M	2002	2317	2022-11
5201080	Gonzales, Jayson	PHI	M	1969	2409	2016-07
3521362	Gonzalez Aparicio, Emanuel	CUB	M	1999	2214	2016-09
2207613	Gonzalez Diaz, Julio	ESP	M	1978	2277	2015-05
22223860	Gonzalez Laso, Adrian	ESP	M	1992	2314	2021-08
3503321	Gonzalez Vidal, Yuri	CUB	M	1981	2567	2019-04
1302388	Good, Daniel	SUI	M	1970	2214	2018-07
200280	Goormachtigh, Johan	BEL	M	1955	2213	2025-05
201006	Goossens, Etienne	BEL	M	1973	2241	2018-06
200468	Goossens, Hanne	BEL	F	1992	2230	2018-03
208671	Goossens, Roel	BEL	M	1986	2363	2025-05
763411	Gorcsi, Gabor	HUN	M	2000	2314	2015-12
411477	Gordon, Stephen J	ENG	M	1986	2544	2018-08
21807299	Gorkiewicz, Mateusz	POL	M	2004	2272	2024-08
406465	Gormally, Daniel W	ENG	M	1976	2510	2019-03
2813416	Gorodetzky, David	ISR	M	2000	2501	2021-06
2813394	Gorodetzky, Matan	ISR	M	2003	2337	2024-02
13504037	Gorovets, Andrey	BLR	M	1987	2551	2016-06
4178262	Gorozhanin, Mikhail	RUS	M	1997	2435	2017-11
2072505	Gorti, Akshita	USA	F	2002	2327	2018-08
5207347	Gotel, Michael	PHI	M	1973	2252	2016-10
4651898	Gottschalk, Jens	GER	M	1978	2294	2015-02
4605110	Gottuk, Stefan	GER	M	1968	2213	2017-04
2122430	Gotz, Klaus Seiji Furucho	BRA	M	1997	2217	2015-03
1021150	Goudriaan, Etienne	NED	M	1990	2401	2015-08
4224256	Gouloutis, Nikolaos	GRE	M	1998	2391	2018-08
4208935	Gkoumas, Georgios	GRE	M	1991	2456	2022-08
2401533	Gourlay, Iain	SCO	M	1974	2412	2016-02
616915	Gozzoli, Yannick	FRA	M	1983	2633	2019-03
1101684	Grabarczyk, Miroslaw	POL	M	1971	2448	2016-03
4610830	Grabert, Ralf	GER	M	1969	2213	2015-03
24608904	Graf, Felix	GER	M	1993	2490	2016-03
5205298	Grafil, Franz Robert	PHI	M	1993	2231	2018-12
4645715	Grafl, Florian, Dr.	GER	M	1982	2413	2015-02
408131	Graham, David B	ENG	M	1963	2208	2018-12
4636279	Grahl, Arvid	GER	M	1952	2209	2018-02
24656593	Gramb, Marius	GER	M	1993	2235	2023-07
4659252	Gramlich, Sebastian	GER	M	1982	2249	2017-03
401714	Granat, Russell G	ENG	M	1960	2230	2016-12
3800024	Granda Zuniga, Julio E	PER	M	1967	2699	2016-06
1710400	Grandelius, Nils	SWE	M	1993	2694	2019-03
13700243	Granovskiy, Alexandr	KAZ	M	1964	2292	2016-01
840572	Grasso, Gaetano	ITA	M	1991	2206	2017-01
24617601	Graw, Christopher, Dr.	GER	M	1988	2252	2025-05
921009	Grbic, Milorad	SRB	M	1979	2276	2015-02
204617	Grecuccio, Nicola	BEL	M	1968	2224	2015-12
2401762	Green, Andrew D	SCO	M	1990	2201	2015-08
2800039	Greenfeld, Alon	ISR	M	1964	2569	2016-10
405817	Greet, Andrew N	SCO	M	1979	2464	2016-10
1401530	Greger, Roland Reinhard	DEN	M	1968	2324	2017-01
204625	Gregoir, Christophe	BEL	M	1984	2306	2023-10
1706543	Greiff, Hakan	SWE	M	1966	2263	2020-01
1154141	Grela, Kacper	POL	M	2000	2377	2020-01
24636428	Gress, Alexander	GER	M	1987	2216	2018-12
24695084	Gressmann, Moritz	GER	M	2000	2228	2016-06
12945188	Gretz, Denis	GER	M	1999	2339	2016-06
426520	Grieve, Harry	ENG	M	2001	2491	2025-10
2046318	Griffith, Kyron	USA	M	1994	2417	2025-10
2067552	Griggs, Walker	USA	M	1996	2310	2015-03
4214994	Grigoriadis, Alexandros	GRE	M	1953	2218	2018-02
4231996	Grigoriadis, Mihail	GRE	M	1998	2256	2016-01
675768	Grigorian, Roudolph	FRA	M	1995	2234	2020-02
24661490	Grigorian, Spartak	GER	M	1998	2477	2021-12
4130804	Grigoriants, Sergey	HUN	M	1983	2606	2015-08
34104868	Grigorieva, Yulia	RUS	F	2002	2343	2020-11
24159565	Grigorjev, Iljya	RUS	M	2001	2444	2024-01
4173309	Grigoryan, Artur	RUS	M	1969	2209	2016-02
13302191	Grigoryan, Avetik	ARM	M	1989	2568	2016-09
13301004	Grigoryan, Karen H.	ARM	M	1995	2666	2021-01
4652770	Grill, Bernd	GER	M	1977	2252	2015-09
600474	Grimberg, Gilbert	FRA	M	1957	2281	2015-05
740080	Grimm, Daniel	HUN	M	1995	2353	2017-01
2806070	Grinberg, Eyal	ISR	M	1998	2503	2022-10
14135272	Grinblat, Artemiy	RUS	M	1999	2268	2017-09
4167554	Grinshpun, Eduard	ISR	M	1965	2391	2015-03
4136730	Grishchenko, Sergey	RUS	M	1984	2494	2016-09
1019945	Grochal, Joey	NED	M	1986	2335	2020-04
1605607	Groetz, Harald	AUT	M	1978	2349	2018-04
24600938	Groetzbach, Julian	GER	M	1996	2310	2018-02
1004140	Groffen, Hans	NED	M	1959	2206	2015-04
811394	Gromovs, Sergejs	ITA	M	1965	2317	2016-05
24626392	Gronde, Ingo, Dr.	GER	M	1976	2335	2025-04
4647947	Gropp, Andreas	GER	M	1974	2204	2016-04
700053	Groszpeter, Attila	HUN	M	1960	2453	2015-02
24617610	Grothe, Thomas	GER	M	1965	2307	2016-12
4612167	Grottke, Hans-Joachim, Dr.	GER	M	1942	2212	2016-01
5021103	Grover, Sahaj	IND	M	1995	2526	2015-04
2800020	Gruenfeld, Yehuda	ISR	M	1956	2459	2016-05
24640352	Gruenter, Martin	GER	M	1993	2276	2015-03
4656563	Gruermann, Martin	GER	M	1974	2253	2018-02
1723529	Grueso Cordoba, Santiago	SWE	M	2002	2241	2017-12
12929760	Grunau, Christoph	GER	M	1998	2239	2016-05
1204149	Grunberg, Mihai-Lucian	ROU	M	1976	2407	2024-11
14602326	Gruskovnjak, Tomislav	SLO	M	1974	2356	2015-04
209309	Gryson, Wouter	BEL	M	1989	2286	2015-04
1194593	Grzesik, Gracjan	POL	M	2005	2233	2023-10
1270337	Gschnitzer, Adrian	GER	M	1999	2449	2024-10
4600231	Gschnitzer, Oswald, Dr.	GER	M	1966	2396	2016-12
1628704	Gstach, Jakob	AUT	M	1995	2311	2017-03
1502280	Gudbrandsen, Gustav	NOR	M	1964	2275	2023-04
872342	Gueci, Tea	ITA	F	1999	2268	2019-11
604089	Guedon, Stephane	FRA	M	1962	2221	2021-12
24603635	Guelsen, Taylan	GER	M	1986	2213	2017-12
24640360	Guennigmann, Manuel	GER	M	1993	2245	2017-07
2201089	Guerra Bastida, Diego	ESP	M	1970	2327	2017-08
32096542	Guerra Rivera, Salvador	ESP	M	2002	2405	2016-09
3601382	Guerra Tulcan, Lenin	ECU	M	1989	2360	2015-02
801615	Guerra, Alessandro	ITA	M	1970	2237	2016-04
4403169	Guerrero Sierra, Juan Carlos	COL	M	1988	2380	2018-05
3000478	Guerrero, Alvaro	URU	M	1971	2203	2015-02
6100023	Guevara, Martin	NCA	M	1965	2335	2025-07
1303244	Guex, Pascal	SUI	M	1972	2215	2017-04
2112450	Guimaraes, Diogo Duarte	BRA	M	1984	2337	2019-03
1901486	Guimaraes, Rui	POR	M	1979	2202	2020-04
2100940	Guimaraes, Wagner Peixoto	BRA	M	1971	2262	2018-06
1401637	Guindy, Esmat Susanne	DEN	F	1972	2209	2018-03
46616543	Gukesh D	IND	M	2006	2794	2024-10
2024764	Gulamali, Kazim	USA	M	1988	2379	2016-01
201820	Gulbas, Cemil	TUR	M	1980	2406	2019-04
13400061	Guliev, Logman	AZE	M	1974	2415	2015-08
13400363	Guliyev, Namig	AZE	M	1974	2585	2016-05
1500945	Gullaksen, Eirik	NOR	M	1966	2367	2016-02
1188062	Gumularz, Szymon	POL	M	2001	2605	2025-06
24175536	Gunchenko, Vadim	RUS	M	2000	2338	2017-07
6381383	Gunduz, Umut Erdem	TUR	M	2002	2387	2022-08
24695653	Gungl, Theo	GER	M	2001	2393	2022-04
4167570	Gunina, Valentina	FID	F	1989	2548	2015-06
5010608	Gupta, Abhijeet	IND	M	1989	2654	2016-04
4608550	Gupta, Milon	GER	M	1965	2276	2015-10
13602888	Guramishvili, Sopiko	NED	F	1991	2390	2016-03
2044676	Gurevich, Daniel	USA	M	1997	2488	2016-09
14100207	Gurevich, Vladimir	GER	M	1959	2486	2015-04
24164852	Gurvich, Vitaly	RUS	M	2002	2381	2016-04
5033861	Gusain, Himal	IND	M	1993	2528	2024-11
13401378	Guseinov, Gadir	AZE	M	1986	2668	2022-05
2602334	Gusev, Nikita	CAN	M	1995	2253	2018-02
24633143	Gustain, Marc	GER	M	1983	2212	2024-12
4632150	Guth, Thomas	GER	M	1972	2343	2017-11
4300505	Guthrie, David W	NZL	M	1977	2211	2015-05
5106770	Gutierrez Carmona, Juan Alejandro	MEX	M	1984	2212	2020-04
4600177	Gutman, Lev	GER	M	1945	2451	2018-07
1507249	Guttulsrud, Odd Martin	NOR	M	1994	2298	2023-04
6405096	Guzman, Christopher	DOM	M	1989	2369	2017-08
13601440	Gvetadze, Sofio	GEO	F	1983	2325	2018-11
700967	Gyorkos, Lajos	HUN	M	1958	2375	2016-01
731927	Gyurkovics, Bence Dr.	HUN	M	1987	2286	2018-04
24680931	Haag, Gregor	GER	M	1993	2412	2025-11
4604725	Haag, Wolfgang	GER	M	1963	2217	2015-02
1303430	Haas, Carmi	SUI	M	1942	2211	2016-12
1629514	Haas, Michael	AUT	M	1991	2208	2022-07
1017292	Haast, Anne	NED	F	1993	2391	2016-01
24524689	Habans Aguerrea, Javier	ESP	M	2008	2477	2025-11
7000537	Habu, Yoshiharu	JPN	M	1970	2399	2016-02
1028081	Hachijan, Armen	NED	M	1993	2338	2015-05
1270968	Hacker, Jonas	GER	M	1996	2471	2022-07
9003258	Hadj Kholti, Yasser	MAR	M	2002	2234	2025-11
1605976	Hadjieff, Dieter	AUT	M	1968	2267	2015-05
24608939	Steffens, Wilfried	GER	M	1986	2203	2024-01
2012618	Haessel, Dale R.	CAN	M	1968	2262	2015-12
4668251	Haessler, Wolfgang	GER	M	1956	2256	2015-02
1506650	Hagen, Anders Gjerdrum	NOR	M	1990	2262	2016-04
1407341	Hagen, Andreas Skytte	DEN	M	1981	2440	2015-02
24642789	Hager, Joshua Aarash	GER	M	1994	2206	2016-04
1501909	Hagesather, Ellen	NOR	F	1978	2227	2015-02
405647	Hague, Ben	NZL	M	1973	2411	2018-11
24654647	Hahn, Markus	GER	M	1994	2335	2023-09
2801698	Haimovich, Tal	ISR	M	1975	2427	2018-03
2078643	Haining, Kyle	USA	M	2000	2252	2016-04
24619094	Hainke, Guntram, Dr.	GER	M	1980	2365	2019-10
374512	Hajek, Oskar	CZE	M	1996	2281	2024-09
717754	Hajnal, Zoltan	HUN	M	1980	2406	2018-11
22520805	Hakemi, Arman	IRI	M	2002	2463	2023-05
13306308	Hakobyan, Hovhannes H.	ARM	M	1997	2280	2018-03
726400	Halak, Miklos	HUN	M	1993	2312	2019-03
700266	Halasz, Tamas	HUN	M	1957	2402	2015-02
1512633	Haldorsen, Benjamin	NOR	M	1999	2477	2021-03
1045946	Halfhide, Sebastian	NED	M	2001	2343	2017-09
401102	Hall, John	ENG	M	1957	2247	2015-02
508098	Hallman, Valo	FIN	M	2001	2291	2017-06
1619543	Halvax, Georg	AUT	M	1993	2458	2023-11
501530	Hamalainen, Sami	FIN	M	1970	2232	2015-02
209317	Hamblok, Roel	BEL	M	1988	2320	2017-02
12563285	Hamidi, Amir Mohammad	IRI	M	1997	2299	2018-06
13902393	Hamitevici, Vladimir	MDA	M	1991	2520	2018-06
1700391	Hammar, Bengt	SWE	M	1942	2210	2015-12
1503707	Hammer, Jon Ludvig	NOR	M	1990	2705	2016-02
1502140	Hammerstad, Asmund	NOR	M	1976	2229	2015-12
4619358	Hammes, Michael	GER	M	1974	2349	2023-05
24668125	Hampel, Felix	GER	M	1995	2344	2024-09
436950	Hand, Freddie	ENG	M	2002	2205	2016-12
1609580	Handler, Lukas	AUT	M	1994	2452	2023-01
731676	Hando, Vilmos	HUN	M	1991	2404	2018-01
1601008	Hangweyrer, Manfred	AUT	M	1962	2413	2015-11
24692239	Hansch, Karsten	GER	M	1997	2320	2022-06
24692514	Hansch, Stephan	GER	M	1997	2218	2018-11
1400010	Hansen, Curt	DEN	M	1964	2626	2015-04
1402528	Hansen, Lars	DEN	M	1970	2288	2015-03
1401610	Hansen, Mads	DEN	M	1993	2456	2017-01
1400258	Hansen, Mads Smith	DEN	M	1969	2386	2020-03
1400681	Hansen, Soren Bech	DEN	M	1967	2312	2025-07
1400266	Hansen, Sune Berg	DEN	M	1971	2597	2016-04
1501720	Hansen, Torbjorn Ringdal	NOR	M	1979	2501	2015-05
1501534	Hanssen, Gunnar B.	NOR	M	1965	2227	2015-06
1622080	Hapala, Elisabeth	AUT	F	1994	2227	2016-04
24605700	Happel, Heiner	GER	M	1961	2246	2015-02
24614629	Harder, Clemens	GER	M	1988	2210	2016-03
700622	Hardicsay, Peter	HUN	M	1952	2256	2015-05
1501640	Harestad, Hans Krogh	NOR	M	1974	2299	2015-02
24621382	Harff, Marcel	GER	M	1990	2420	2018-10
